time,Rn_exch__Bqm3,Rn_air__Bqm3,depth__m,temp_wat__C,Rn_wat__Bqm3,wind__ms,meas_t__h,temp_wat__K,mole_diff_Rn__m2s,dens_wat__kgm3,abs_visc_wat__kgsm,kin_visc_wat__m2s,schm_num,k_piston_Rn__ms,kw_air,lambda__s,Rn_ss__Bqm3,Rn_ini_inv__Bqm2,Rn_ss_flux__Bqm2s,mc_Rn_water__Bqm3,mc_Rn_air_exch__Bqm3,grad_Rn_conc__Bqm3,f_Rn_atm__Bqm2s,m_inv_Rn_decay_corr__Bqm2,m_SGD_inv_Rn__Bqm2,m_air_loss_inv_Rn__Bqm2,m_net_inv_Rn__Bqm2,final_Rn_wat_no_temp_corr__Bqm3,R_tem_sol_corr,final_mc_Rn__Bqm3,sq_err
2008-12-09T12:25:00Z,105.8687787,2.380485,1.235807279,28.148667,21.20639071,2.384213,0.5,301.29866699999997,1.4315065275205243e-9,996.1947883031149,8.298847531121248e-4,8.330547026106439e-7,581.9426503444288,5.122876597697391e-6,0.20338157858364725,2.089202294801147e-6,37.407607706929355,46.2285938941998,9.65808844491925e-5,31.251143437744666,31.251200777113567,30.767053980018872,1.5761582081433106e-4,38.39784824158362,4.8290417002069526e-5,7.880786924509422e-5,38.39781772413137,31.071040263820432,0.8821135181214366,27.40818463881145,38.462247935442534
2008-12-09T12:55:00Z,138.2237458,2.5785985,1.24677448,28.78,27.86112036,2.533227,0.5,301.92999999999995,1.4541232977013393e-9,996.0128138356035,8.18517807340968e-4,8.217944548212088e-7,565.1477121096208,5.756035101392723e-6,0.20030825871717065,2.089202294801147e-6,37.407607706929355,46.63885064685084,9.743799379828873e-5,31.25107892191443,31.251143437744666,30.734628862278957,1.7690960255955558e-4,38.39777761374787,4.871897145277973e-5,8.845475507904972e-5,38.397737877964246,30.79766107978425,0.8687838103936779,26.756509344108032,1.2201654964298876
2008-12-09T13:25:00Z,140.2129931,2.776712,1.256524593,28.519333,28.75594809,2.384213,0.5,301.669333,1.4447537099738582e-9,996.0883807487352,8.231812911996808e-4,8.264139077507516e-7,572.0102340250817,5.1820386251510865e-6,0.20156537085588852,2.089202294801147e-6,37.407607706929355,47.00357904905307,9.819998521314879e-5,31.25102206581274,31.25107892191443,30.691389937874433,1.5904396811763872e-4,38.39769776766415,4.909996696121231e-5,7.952194252378104e-5,38.39766734568859,30.558627789379518,0.8742362000303406,26.71545863672872,4.163597208911331
2008-12-09T13:55:00Z,125.1262478,3.07332525,1.264643619,27.806667,25.77737288,2.086187,0.5,300.956667,1.419363018768916e-9,996.2918691773317,8.361459058319121e-4,8.392579842314111e-7,591.2919902332958,4.093644654112674e-6,0.2050876114592823,2.089202294801147e-6,37.407607706929355,47.30729238862344,9.883450381914092e-5,31.250978937456146,31.25102206581274,30.62072113105274,1.2535035136320902e-4,38.397627235462174,4.941722609850103e-5,6.267514294580377e-5,38.397613977545326,30.362398861354887,0.8895129820868435,27.007747954473967,1.5138228238868154
2008-12-09T14:25:00Z,114.5320479,3.3699385,1.270035219,27.624,23.54957819,1.639147,0.5,300.774,1.4129080399586486e-9,996.3432876551494,8.39520404453391e-4,8.42601555964878e-7,596.3597998844556,2.7673332788415475e-6,0.20601091568661323,2.089202294801147e-6,37.407607706929355,47.50897924633611,9.925586846510546e-5,31.25095207801282,31.250978937456146,30.556734821263575,8.456066916361902e-5,38.39757386737466,4.9627908311442056e-5,4.228031249841537e-5,38.39758121497047,30.233477497737386,0.8935175686670991,27.01414330612976,12.003211443903233
2008-12-09T14:55:00Z,120.8237715,3.66655175,1.257251012,27.702,24.71680408,1.34112,0.5,300.852,1.4156617180053324e-9,996.321368676395,8.380768707756241e-4,8.411712296093805e-7,594.1894302224905,2.0122280406096893e-6,0.20561562131847988,2.089202294801147e-6,37.407607706929355,47.03075264603593,9.825675635432337e-5,31.2509341040328,31.25095207801282,30.49705176184021,6.13670227111e-5,38.397541104834026,4.9128352516973573e-5,3.06834953292796e-5,38.397559549691216,30.540885776349025,0.8918030844537499,27.23645613729772,6.348646489844629
2008-12-09T15:25:00Z,153.3774474,3.963165,1.258661683,27.91,32.05472627,1.78816,0.5,301.06,1.4230241029522665e-9,996.262648283968,8.342463692847142e-4,8.373759376823753e-7,588.448175926971,3.209162545447167e-6,0.20456904938052872,2.089202294801147e-6,37.407607706929355,47.08352247340747,9.836700319876427e-5,31.250901729207833,31.2509341040328,30.44019320744462,9.768752791750653e-5,38.3975194395774,4.918347591040257e-5,4.8843738447221685e-5,38.39751977931486,30.506624852355074,0.8872638569554562,27.067425629193735,24.87316768178661
2008-12-09T15:55:00Z,160.8548054,3.36177875,1.257942931,27.045333,33.97379803,2.2352,0.5,300.195333,1.3926015837731444e-9,996.5041684030211,8.503521397153872e-4,8.533352560663601e-7,612.7633818671349,4.463944830101484e-6,0.2089924371927317,2.089202294801147e-6,37.407607706929355,47.05663568055291,9.831083124943266e-5,31.25085395855515,31.250901729207833,30.5483153949426,1.363659945755636e-4,38.39747966924259,4.9155389950406315e-5,6.818296167519695e-5,38.39746064167087,30.52400843903694,0.9064491254159085,27.668460753752846,39.757278167231846
2008-12-09T16:25:00Z,145.3344307,2.7603925,1.247769233,26.626,30.31717385,1.937173,0.5,299.77599999999995,1.3780209036318023e-9,996.6188317649955,8.583384263151347e-4,8.612504590095207e-7,624.9908522720356,3.503955781601261e-6,0.21120785253762006,2.089202294801147e-6,37.407607706929355,46.67606197684013,9.751573579429496e-5,31.25081732958179,31.25085395855515,30.6678373864692,1.0745874611952605e-4,38.39742053166037,4.875784243048018e-5,5.3729344996434436e-5,38.39741556015781,30.772850094916397,0.9160579003973454,28.189712447191365,4.526092020440484
2008-12-09T16:55:00Z,145.2874189,2.15900625,1.241118378,27.12,31.57517394,1.639147,0.5,300.27,1.3952096697109994e-9,996.4835816180189,8.48942259788129e-4,8.519380303383195e-7,610.6164892870819,2.7240679338270556e-6,0.2086028321810397,2.089202294801147e-6,37.407607706929355,46.427269402084455,9.699595777618592e-5,31.25078995981991,31.25081732958179,30.800442511135223,8.390249779226713e-5,38.39737545019441,4.8497953557167993e-05,4.1951226984623804e-5,38.397381996920984,30.937727357479343,0.9047593172733287,27.991197081941394,12.844890119099633
