time,Rn_air__Bqm3,Rn_gw__Bqm3,Rn_exch__Bqm3,Rn_wat__Bqm3,temp_wat__C,sal_wat,wind__ms,depth__m,f_dif__Bqm2hr
2013-02-15 17:22,0.37,3833.333333,911.4,,15,0.1,0,0.3,2
2013-02-15 17:32,0.37,3833.333333,803.2,,15,0.1,0,0.3,2
2013-02-15 17:42,0.37,3833.333333,803.9,,15,0.1,0,0.3,2
2013-02-15 17:52,0.37,3833.333333,882.4,,15,0.1,0,0.3,2
