time,Rn_air__Bqm3,Rn_gw__Bqm3,Rn_exch__Bqm3,Rn_wat__Bqm3,temp_wat__C,sal_wat,wind__ms,depth__m,f_dif__Bqm2hr
2008-12-09 21:26,169.391175,211000,8707.757294,1800.705866,19.758,0.1,1.937173333,1.187,120
2008-12-09 21:56,151.86795,211000,7955.910319,1798.746317,19.39466667,0.1,2.2352,1.186,120
2008-12-09 22:26,134.344725,211000,8596.980387,1794.967935,19.04,0.1,2.086186667,1.186,120
2008-12-09 22:56,116.8215,211000,9104.70788,1792.287104,19.04,0.1,1.490133333,1.185,120
2008-12-09 23:26,134.355045,211000,8711.219073,1793.122188,19.04,0.1,1.937173333,1.184,120
2008-12-09 23:56,151.88859,211000,8083.098621,1791.435925,19.04,0.1,2.086186667,1.183,120
2008-12-10 0:26,169.422135,211000,10007.33453,1788.869917,19.04,0.1,1.639146667,1.181,120
2008-12-10 0:56,186.95568,211000,10137.08712,1788.967421,19.04,0.1,1.34112,1.183,120
2008-12-10 1:26,157.739985,211000,8851.998059,1790.619647,19.31866667,0.1,1.34112,1.183,120
2008-12-10 1:56,128.52429,211000,5636.390602,1792.25939,19.42,0.1,1.490133333,1.183,120
2008-12-10 2:26,99.308595,211000,8844.689861,1793.083191,19.04,0.1,2.086186667,1.181,120
2008-12-10 2:56,70.0929,211000,7689.994456,1790.392224,19.04,0.1,2.086186667,1.181,120
2008-12-10 3:26,70.0929,211000,7813.592765,1787.802567,19.04,0.1,1.78816,1.181,120
2008-12-10 3:56,70.0929,211000,8339.91129,1787.011096,19.04,0.1,1.937173333,1.18,120
2008-12-10 4:26,70.0929,211000,9734.623328,1785.342274,19.04,0.1,1.78816,1.181,120
2008-12-10 4:56,70.0929,211000,11669.37279,1784.574356,19.04,0.1,1.937173333,1.181,120
2008-12-10 5:26,70.0929,211000,9239.332594,1782.925916,19.01466667,0.1,1.490133333,1.181,120
2008-12-10 5:56,70.0929,211000,11034.20057,1783.801852,19.04,0.1,1.043093333,1.181,120
2008-12-10 6:26,70.0929,211000,8459.791392,1786.772442,19.04,0.1,1.34112,1.181,120
2008-12-10 6:56,70.0929,211000,9352.801996,1788.375544,19.04,0.1,1.35,1.181,120
