time,Rn_air__Bqm3,Rn_gw__Bqm3,Rn_exch__Bqm3,Rn_wat__Bqm3,temp_wat__C,sal_wat,wind__ms,depth__m,f_dif__Bqm2hr
2008-12-08 16:55,393.83004,211000,7911.126405,1875,22.298,0.1,1.639146667,1.227,120
2008-12-08 17:25,1028.38803,211000,10114.2016,1873.58632,20.89933333,0.1,1.490133333,1.203,120
2008-12-08 17:55,1662.94602,211000,8125.365286,1873.26007,19.11733333,0.1,1.937173333,1.194,120
2008-12-08 18:25,2297.50401,211000,10860.33504,1871.355244,18.10266667,0.1,1.78816,1.186,120
2008-12-08 18:55,2932.062,211000,9558.706375,1871.369458,17.368,0.1,1.639146667,1.181,120
2008-12-08 19:25,2270.51193,211000,9949.711494,1872.829625,16.55733333,0.1,1.192106667,1.179,120
2008-12-08 19:55,1608.96186,211000,9172.86645,1876.264913,15.87333333,0.1,0.89408,1.175,120
2008-12-08 20:25,947.41179,211000,8656.863658,1880.268501,15.334,0.1,0.89408,1.17,120
2008-12-08 20:55,285.86172,211000,9687.577943,1884.130146,14.97666667,0.1,0.745066667,1.169,120
2008-12-08 21:25,285.86172,211000,9690.806189,1888.28197,14.774,0.1,1.192106667,1.167,120
2008-12-08 21:55,285.86172,211000,10577.28246,1890.691481,14.74866667,0.1,1.34112,1.165,120
2008-12-08 22:25,285.86172,211000,8784.443927,1892.502646,14.85,0.1,1.043093333,1.163,120
2008-12-08 22:55,285.86172,211000,8907.892043,1895.523498,14.47,0.1,0.44704,1.16,120
2008-12-08 23:25,279.87678,211000,8907.892043,1900.363204,14.038,0.1,0.44704,1.157,120
2008-12-08 23:55,273.89184,211000,8011.860168,1905.223573,13.57333333,0.1,0.596053333,1.155,120
2008-12-09 0:25,267.9069,211000,10339.68357,1909.743207,13.32,0.1,0.44704,1.152,120
2008-12-09 0:55,261.92196,211000,7364.144951,1914.633089,13.32,0.1,0.596053333,1.151,120
2008-12-09 1:25,244.05294,211000,9809.99302,1919.187011,12.93,0.1,0.745066667,1.151,120
2008-12-09 1:55,226.18392,211000,8000.367613,1923.309878,12.93,0.1,0.298026667,1.154,120
2008-12-09 2:25,208.3149,211000,7870.204746,1928.487387,12.93,0.1,0.149013333,1.158,120
2008-12-09 2:55,190.44588,211000,8647.17892,1933.831974,12.93,0.1,0.745066667,1.157,120
2008-12-09 3:26,226.135755,211000,9172.34993,1937.827585,13.034,0.1,0.44704,1.153,120
2008-12-09 3:56,261.82563,211000,6587.429037,1942.591586,13.548,0.1,1.192106667,1.152,120
2008-12-09 4:26,297.515505,211000,7755.537459,1945.022546,13.52266667,0.1,1.639146667,1.153,120
2008-12-09 4:56,333.20538,211000,7356.009772,1945.405234,13.472,0.1,1.490133333,1.154,120
2008-12-09 5:26,297.536925,211000,8131.563518,1946.522599,13.986,0.1,1.639146667,1.158,120
2008-12-09 5:56,261.86847,211000,8006.824104,1946.956937,14.36866667,0.1,1.490133333,1.161,120
2008-12-09 6:26,226.200015,211000,7227.396463,1947.950909,14.47,0.1,0.89408,1.163,120
2008-12-09 6:56,190.53156,211000,10585.28851,1951.297603,14.57133333,0.1,1.192106667,1.164,120
2008-12-09 7:26,172.66923,211000,7622.146347,1953.438258,15.36066667,0.1,1.490133333,1.165,120
2008-12-09 7:56,154.8069,211000,7752.696603,1954.181806,16.76,0.1,1.78816,1.174,120
2008-12-09 8:26,136.94457,211000,7625.374593,1953.193199,18.536,0.1,1.78816,1.18,120
2008-12-09 8:56,119.08224,211000,10853.36203,1951.82769,22.118,0.1,2.086186667,1.217,120
2008-12-09 9:26,119.07555,211000,9940.155886,1948.081418,22.70733333,0.1,2.831253333,1.216,120
2008-12-09 9:56,119.06886,211000,8777.212657,1937.035655,22.78466667,0.1,2.831253333,1.207,120
2008-12-09 10:26,119.06217,211000,7234.885993,1925.807668,24.99266667,0.1,2.384213333,1.214,120
2008-12-09 10:56,119.05548,211000,8645.241973,1918.507656,26.444,0.1,2.384213333,1.221,120
2008-12-09 11:26,130.94229,211000,7625.374593,1910.376412,26.62733333,0.1,2.533226667,1.224,120
2008-12-09 11:56,142.8291,211000,7005.403313,1900.350267,28.14866667,0.1,2.68224,1.236,120
2008-12-09 12:26,154.71591,211000,6352.126721,1888.964099,28.78,0.1,2.384213333,1.247,120
2008-12-09 12:56,166.60272,211000,8293.424749,1879.867287,28.51933333,0.1,2.533226667,1.257,120
2008-12-09 13:26,184.399515,211000,8412.779587,1869.21687,27.80666667,0.1,2.384213333,1.265,120
2008-12-09 13:56,202.19631,211000,7507.574866,1860.249829,27.624,0.1,2.086186667,1.27,120
2008-12-09 14:26,219.993105,211000,6871.922875,1854.244081,27.702,0.1,1.639146667,1.257,120
2008-12-09 14:56,237.7899,211000,7249.42629,1851.714558,27.91,0.1,1.34112,1.259,120
2008-12-09 15:26,201.706725,211000,9202.646842,1851.213018,27.04533333,0.1,1.78816,1.258,120
2008-12-09 15:56,165.62355,211000,9651.288326,1847.637663,26.626,0.1,2.2352,1.248,120
2008-12-09 16:26,129.540375,211000,8720.06584,1840.828684,27.12,0.1,1.937173333,1.241,120
2008-12-09 16:56,93.4572,211000,8717.245131,1836.540083,25.51133333,0.1,1.639146667,1.227,120
2008-12-09 17:26,122.662575,211000,6280.153164,1834.305871,23.47333333,0.1,1.639146667,1.214,120
2008-12-09 17:56,151.86795,211000,6030.135838,1832.473271,22.37466667,0.1,1.490133333,1.205,120
2008-12-09 18:26,181.073325,211000,8073.867212,1832.092713,21.634,0.1,1.937173333,1.2,120
2008-12-09 18:56,210.2787,211000,6919.684663,1829.179719,21.102,0.1,2.086186667,1.195,120
2008-12-09 19:26,204.437625,211000,8330.295239,1825.535872,20.67133333,0.1,2.2352,1.191,120
2008-12-09 19:56,198.59655,211000,9623.718206,1821.106733,20.31666667,0.1,3.12928,1.191,120
2008-12-09 20:26,192.755475,211000,7945.653198,1809.944787,20.16466667,0.1,2.68224,1.188,120
2008-12-09 20:56,186.9144,211000,10256.71079,1802.684779,20.13933333,0.1,1.937173333,1.187,120
